-42,38646	0.000	46	Incorrect 	
-40,55556	0.873	46	Incorrect 	
-36,614063	2.538	46	Incorrect 	
-36,28522	1.631	46	Incorrect 	
-32,004		1.331	46	Incorrect 	
-32,3064	1.315	46	Incorrect 	
-32,00436	3.698	46	Incorrect 	
-31,70086	1.943	46	Incorrect 	
-31,86484	1.276	46	Incorrect 	
-30,33329	2.017	46	Incorrect 	
-26,25484	2.785	46	Incorrect 	
-25,2469	1.904	46	Incorrect 	
-25,63251	3.428	46	Incorrect 	
-23,85213	6.850	46	Acceptable 	
-23,40574	1.555	46	Incorrect 	
-23,74354	1.335	46	Incorrect 	
-21,77775	3.459	46	Incorrect 	
-21,65651	2.225	46	Incorrect 	
-20,08919	1.687	46	Incorrect 	
-20,67201	2.267	46	Incorrect 	
-20,01189	1.888	46	Incorrect 	
-19,91237	1.730	46	Incorrect 	
-18,15912	3.336	46	Incorrect 	
-18,19164	3.148	46	Incorrect 	
-16,19187	2.183	46	Incorrect 	
-16,98912	4.555	46	Incorrect 	
-16,28847	1.925	46	Incorrect 	
-16,12256	2.697	46	Incorrect 	
-16,90906	2.594	46	Incorrect 	
-15,87011	3.536	46	Incorrect 	
-14,10134	1.596	46	Incorrect 	
-14,54368	4.579	46	Incorrect 	
-14,48863	1.937	46	Incorrect 	
-13,67023	1.881	46	Incorrect 	
-12,4538	2.528	46	Incorrect 	
-9,15637	1.526	46	Incorrect 	
-996.281	1.837	46	Incorrect 	
-8,50756	2.068	46	Incorrect 	
-8,75298	1.857	46	Incorrect 	
-7,4176		1.858	46	Incorrect 	
-7,42097	2.016	46	Incorrect 	
-6,36338	2.353	46	Incorrect 	
-525.915	2.122	46	Incorrect 	
0,25669		1.776	46	Incorrect 	
-0,35229	2.228	46	Incorrect 	
-0,46989	2.230	46	Incorrect 	
-79,14497	0.000	24	Medium	
-77,94346	0.535	24	Medium	
-72,68017	1.013	24	Medium	
-71,42068	0.959	24	Acceptable 	
-70,44846	1.094	24	Medium 	
-67,73456	0.869	24	Acceptable 	
-65,98851	1.343	24	Acceptable 	
-64,6745	0.792	24	Acceptable 	
-63,6248	4.331	24	Incorrect 	
-62,34453	1.511	24	Acceptable 	
-61,24428	0.966	24	Medium	
-59,22517	3.735	24	Incorrect 	
-59,97192	 0.567	24	Acceptable 	
-59,0845	5.123	24	Incorrect 	
-58,18327	1.271	24	Medium	
-57,7575	4.664	24	Incorrect 	
-57,77258	1.022	24	Medium	
-55,05644	0.956	24	Medium	
-54,81061	3.804	24	Acceptable 	
-50,53465	0.697	24	Acceptable 	
-49,10598	0.499	24	Medium  	
-48,87281	1.126	24	Medium  	
-45,45478	0.597	24	Medium	
-39,41929	4.035	24	Acceptable 	
-41,40716	0.000	11	Incorrect 	
-40,32406	2.257	11	Incorrect 	
-38,74873	1.018	11	Incorrect 	
-38,14762	1.137	11	Incorrect 	
-37,69177	1.948	11	Incorrect 	
-35,638		1.131	11	Incorrect 	
-34,54213	0.770	11	Incorrect 	
-26,01053	0.620	11	Incorrect 	
-22,047744	0.957	11	Incorrect 	
-20,07398	0.482	11	Incorrect 	
-19,57381	0.989	11	Incorrect 	
-27,20345	0.000	9	Incorrect 	
-25,67289	1.905	9	Incorrect 	
-24,6187	1.909	9	Incorrect 	
-21,76034	1.100	9	Incorrect 	
-21,67553	1.262	9	Incorrect 	
-19,18484	2.064	9	Incorrect 	
-17,5772	1.903	9	Incorrect 	
-13,0577	1.859	9	Incorrect 	
-13,7828	3.991	9	Incorrect 	
-28,14467	0.000	6	Incorrect 	
-26,37278	1.404	6	Incorrect 	
-26,26231	0.917	6	Incorrect 	
-26,14306	0.707	6	Incorrect 	
-22,74376	0.843	6	Incorrect 	
-13,29006	3.122	6	Acceptable 	
-49,77579	0.000	6	Incorrect 	
-43,2708	1.504	6	Incorrect 	
-38,52356	0.449	6	Incorrect 	
-30,55418	1.131	6	Incorrect 	
-14,9821	0.971	6	Incorrect 	
-13,5127	1.011	6	Incorrect 	
-49,18742	0.000	5	Incorrect 	
-43,66425	1.575	5	Incorrect 	
-37,1729	3.625	5	Incorrect 	
-35,02666	1.803	5	Incorrect 	
-13,14797	0.982	5	Incorrect 	
-51,8658	0.000	5	Incorrect 	
-40,7139	1.575	5	Incorrect 	
-39,9793	3.625	5	Incorrect 	
-24,38314	1.803	5	Incorrect 	
-16,38722	0.982	5	Incorrect 	
-51,8658	0.000	5	Incorrect 	
-40,7139	2.434	5	Incorrect 	
-39,9793	2.335	5	Incorrect 	
-24,38314	1.965	5	Incorrect 	
-16,38722	4.806	5	Incorrect 	
-24,74088	0.000	4	Incorrect 	
-15,5671	2.536	4	Incorrect 	
-13,74067	0.729	4	Incorrect 	
-10,23892	0.384	4	Incorrect 	
-43,23879	0.000	4	Incorrect 	
-40,15413	2.964	4	Incorrect 	
-37,47598	1.547	4	Incorrect 	
-33,99478	0.926	4	Incorrect 	
-44,332258	0.000	4	Incorrect 	
-43,34623	1.304	4	Incorrect 	
-42,67796	1.251	4	Incorrect 	
-35,92124	0.590	4	Incorrect 	
-54,2859	0.000	4	Incorrect 	
-48,04434	0.991	4	Incorrect 	
-47,62872	1.177	4	Incorrect 	
-38,72126	1.758	4	Incorrect 	
-54,2859	0.000	4	Incorrect 	
-48,04434	0.991	4	Incorrect 	
-47,62872	1.177	4	Incorrect 	
-38,72126	1.758	4	Incorrect 	
-81,23808	0.000	4	Acceptable 	
-54,98846	0.436	4	Acceptable 	
-48,87713	1.197	4	Acceptable 	
-47,67019	0.718	4	Acceptable 	
